상병기호,한글명,영문명,완전코드구분,주상병사용구분,법정감염병구분,성별구분,상한연령,하한연령,양한방구분
O3464,"질협착에 대한 산모관리, 임신 42주 이상","Maternal care for stricture of vagina, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3464,"질종양에 대한 산모관리, 임신 42주 이상","Maternal care for tumour of vagina, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3469,"질의 이상에 대한 산모관리, 상세불명의 임신기간","Maternal care for abnormality of vagina, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3469,"질의 이전 수술에 대한 산모관리, 상세불명의 임신기간","Maternal care for previous surgery to vagina, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3469,"격막질에 대한 산모관리, 상세불명의 임신기간","Maternal care for septate vagina, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3469,"질협착(후천성)(선천성)에 대한 산모관리, 상세불명의 임신기간","Maternal care for stenosis of vagina (acquired)(congenital), unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3469,"질협착에 대한 산모관리, 상세불명의 임신기간","Maternal care for stricture of vagina, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3469,"질종양에 대한 산모관리, 상세불명의 임신기간","Maternal care for tumour of vagina, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O347,외음 및 회음의 이상에 대한 산모관리,Maternal care for abnormality of vulva and perineum,N,,,X,60,8,양·한방 공통
O347,회음의 섬유증에 대한 산모관리,Maternal care for fibrosis of perineum,N,,,X,60,8,양·한방 공통
O347,회음 또는 외음의 이전 수술에 대한 산모관리,Maternal care for previous surgery to perineum or vulva,N,,,X,60,8,양·한방 공통
O347,경직회음에 대한 산모관리,Maternal care for rigid perineum,N,,,X,60,8,양·한방 공통
O347,외음의 종양에 대한 산모관리,Maternal care for tumour of vulva,N,,,X,60,8,양·한방 공통
O3470,"외음 및 회음의 이상에 대한 산모관리, 임신 22주 미만","Maternal care for abnormality of vulva and perineum, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3470,"회음의 섬유증에 대한 산모관리, 임신 22주 미만","Maternal care for fibrosis of perineum, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3470,"회음 또는 외음의 이전 수술에 대한 산모관리, 임신 22주 미만","Maternal care for previous surgery to perineum or vulva, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3470,"경직회음에 대한 산모관리, 임신 22주 미만","Maternal care for rigid perineum, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3470,"외음의 종양에 대한 산모관리, 임신 22주 미만","Maternal care for tumour of vulva,First trimester, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3471,"외음 및 회음의 이상에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for abnormality of vulva and perineum, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3471,"회음의 섬유증에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for fibrosis of perineum, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3471,"회음 또는 외음의 이전 수술에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for previous surgery to perineum or vulva, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3471,"경직회음에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for rigid perineum, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3471,"외음의 종양에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for tumour of vulva, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3472,"외음 및 회음의 이상에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for abnormality of vulva and perineum, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3472,"회음의 섬유증에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for fibrosis of perineum, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3472,"회음 또는 외음의 이전 수술에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for previous surgery to perineum or vulva, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3472,"경직회음에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for rigid perineum, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3472,"외음의 종양에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for tumour of vulva, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3473,"외음 및 회음의 이상에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for abnormality of vulva and perineum, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3473,"회음의 섬유증에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for fibrosis of perineum, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3473,"회음 또는 외음의 이전 수술에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for previous surgery to perineum or vulva, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3473,"경직회음에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for rigid perineum, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3473,"외음의 종양에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for tumour of vulva, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3474,"외음 및 회음의 이상에 대한 산모관리, 임신 42주 이상","Maternal care for abnormality of vulva and perineum, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3474,"회음의 섬유증에 대한 산모관리, 임신 42주 이상","Maternal care for fibrosis of perineum, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3474,"회음 또는 외음의 이전 수술에 대한 산모관리, 임신 42주 이상","Maternal care for previous surgery to perineum or vulva, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3474,"경직회음에 대한 산모관리, 임신 42주 이상","Maternal care for rigid perineum, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3474,"외음의 종양에 대한 산모관리, 임신 42주 이상","Maternal care for tumour of vulva, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3479,"외음 및 회음의 이상에 대한 산모관리, 상세불명의 임신기간","Maternal care for abnormality of vulva and perineum, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3479,"회음의 섬유증에 대한 산모관리, 상세불명의 임신기간","Maternal care for fibrosis of perineum, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3479,"회음 또는 외음의 이전 수술에 대한 산모관리, 상세불명의 임신기간","Maternal care for previous surgery to perineum or vulva, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3479,"경직회음에 대한 산모관리, 상세불명의 임신기간","Maternal care for rigid perineum, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O3479,"외음의 종양에 대한 산모관리, 상세불명의 임신기간","Maternal care for tumour of vulva, unspecified pregnancy duration",,,,X,60,8,양·한방 공통
O348,골반기관의 기타 이상에 대한 산모관리,Maternal care for other abnormalities of pelvic organs,N,,,X,60,8,양·한방 공통
O348,방광류에 대한 산모관리,Maternal care for cystocele,N,,,X,60,8,양·한방 공통
O348,(이전의) 골반바닥복구에 대한 산모관리,Maternal care for pelvic floor repair (previous),N,,,X,60,8,양·한방 공통
O348,처진 복부에 대한 산모관리,Maternal care for pendulous abdomen,N,,,X,60,8,양·한방 공통
O348,직장류에 대한 산모관리,Maternal care for rectocele,N,,,X,60,8,양·한방 공통
O348,경직골반바닥에 대한 산모관리,Maternal care for rigid pelvic floor,N,,,X,60,8,양·한방 공통
O3480,"골반기관의 기타 이상에 대한 산모관리, 임신 22주 미만","Maternal care for other abnormalities of pelvic organs, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3480,"방광류에 대한 산모관리, 임신 22주 미만","Maternal care for cystocele, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3480,"(이전의) 골반바닥복구에 대한 산모관리, 임신 22주 미만","Maternal care for pelvic floor repair (previous), less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3480,"처진 복부에 대한 산모관리, 임신 22주 미만","Maternal care for pendulous abdomen, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3480,"직장류에 대한 산모관리, 임신 22주 미만","Maternal care for rectocele, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3480,"경직골반바닥에 대한 산모관리, 임신 22주 미만","Maternal care for rigid pelvic floor, less than 22 weeks pregnant",,,,X,60,8,양·한방 공통
O3481,"골반기관의 기타 이상에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for other abnormalities of pelvic organs, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3481,"방광류에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for cystocele, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3481,"(이전의) 골반바닥복구에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for pelvic floor repair (previous), 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3481,"처진 복부에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for pendulous abdomen, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3481,"직장류에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for rectocele, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3481,"경직골반바닥에 대한 산모관리, 임신 22주 이상 ~ 34주 미만","Maternal care for rigid pelvic floor, 22 weeks or more pregnant ~ less than 34 weeks pregnant",,,,X,60,8,양·한방 공통
O3482,"골반기관의 기타 이상에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for other abnormalities of pelvic organs, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3482,"방광류에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for cystocele, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3482,"(이전의) 골반바닥복구에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for pelvic floor repair (previous), 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3482,"처진 복부에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for pendulous abdomen, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3482,"직장류에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for rectocele, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3482,"경직골반바닥에 대한 산모관리, 임신 34주 이상 ~ 37주 미만","Maternal care for rigid pelvic floor, 34 weeks or more pregnant ~ less than 37 weeks pregnant",,,,X,60,8,양·한방 공통
O3483,"골반기관의 기타 이상에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for other abnormalities of pelvic organs, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3483,"방광류에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for cystocele, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3483,"(이전의) 골반바닥복구에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for pelvic floor repair (previous), 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3483,"처진 복부에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for pendulous abdomen, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3483,"직장류에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for rectocele, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3483,"경직골반바닥에 대한 산모관리, 임신 37주 이상 ~ 42주 미만","Maternal care for rigid pelvic floor, 37 weeks or more pregnant ~ less than 42 weeks pregnant",,,,X,60,8,양·한방 공통
O3484,"골반기관의 기타 이상에 대한 산모관리, 임신 42주 이상","Maternal care for other abnormalities of pelvic organs, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3484,"방광류에 대한 산모관리, 임신 42주 이상","Maternal care for cystocele, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3484,"(이전의) 골반바닥복구에 대한 산모관리, 임신 42주 이상","Maternal care for pelvic floor repair (previous), 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3484,"처진 복부에 대한 산모관리, 임신 42주 이상","Maternal care for pendulous abdomen, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
O3484,"직장류에 대한 산모관리, 임신 42주 이상","Maternal care for rectocele, 42 weeks or more pregnant",,,,X,60,8,양·한방 공통
